trial,model,task,latency,temperature,id,result,quality,accuracy,variance,consensus,effectiveness,elapsed,strategy,created
Trial_519 9,o3-mini,classify a short statement into a category of fakeness,29.0,1.0,Item_4,' Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,0.0081876369,0.0,0.8298511120245582,0.8029144045508909,0.20072860113772273,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,qwen2.5:32b,classify a short statement into a category of fakeness,280.0,0.45,Item_8,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,1.9837264235,0.0,0.0261178332544219,0.9650358184925883,0.2412589546231471,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,llama3.1:70b,classify a short statement into a category of fakeness,205.0,0.6,Item_5, 'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'mostly-true'.,7.5479808561,1.0,2.024791955694798,0.6921458609136462,0.9230364652284115,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,llama3.1:70b,classify a short statement into a category of fakeness,247.0,0.6,Item_5, 'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'mostly-true'.,7.5479808561,1.0,1.0236243098377409,0.7811104193068187,0.9452776048267046,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,o4-mini,classify a short statement into a category of fakeness,21.0,1.0,Item_1,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,1.9260738337,0.0,0.2425918106103205,0.8934403312904384,0.2233600828226096,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,o3-mini,classify a short statement into a category of fakeness,31.0,1.0,Item_4,' Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,0.0081876369,0.0,0.0143918215239301,0.9740454994546384,0.2435113748636596,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,llama3.1:70b,classify a short statement into a category of fakeness,206.0,0.6,Item_5, 'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'mostly-true'.,7.5479808561,1.0,0.0343168022875213,0.9599218007586636,0.9899804501896659,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_519 9,llama3.3:latest,classify a short statement into a category of fakeness,192.0,0.6,Item_7,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,0.0346571597,0.0,0.0025678906530955,0.989036655605948,0.247259163901487,5m 14s,RANDOM,2025-07-11 10:37:00
Trial_851 0,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_7,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.664953867,0.0,7.363979378054339e-07,0.9993004551281384,0.2498251137820346,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,o3-mini,classify a short statement into a category of fakeness,43.0,1.0,Item_3,' Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.1316643533,0.0,0.0436001265081389,0.8297829066612791,0.20744572666531977,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,llama3.3:latest,classify a short statement into a category of fakeness,225.0,0.6,Item_6,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.6649568599,0.0,8.871275309400652e-07,0.9992321925458733,0.2498080481364683,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,firefunction-v2,classify a short statement into a category of fakeness,131.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand is labeled as false.,0.0421589581,0.0,9.782957372431765e-07,0.9991937042399838,0.24979842605999594,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,firefunction-v2,classify a short statement into a category of fakeness,131.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand is labeled as false.,0.0421589581,0.0,0.0587633839252946,0.8023882819706001,0.20059707049265002,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,6.0,0.7,Item_4,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.6666142445,0.0,8.836649403535167e-09,0.9999233692444184,0.2499808423111046,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,gpt-4o,classify a short statement into a category of fakeness,7.0,0.6,Item_9,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.1316643533,0.0,4.8914417324834575e-08,0.9998197074680968,0.2499549268670242,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,o4-mini,classify a short statement into a category of fakeness,40.0,1.0,Item_1,' Says the Annies List political group supports third-trimester abortions on demand. ' is labeled as ' false '.,0.4590602261,0.0,4.8914238909140626e-08,0.999819707796906,0.2499549269492265,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,firefunction-v2,classify a short statement into a category of fakeness,231.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand is labeled as false.,0.0421589581,0.0,0.0473460001765871,0.8226215142268267,0.20565537855670668,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 0,firefunction-v2,classify a short statement into a category of fakeness,101.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand is labeled as false.,0.0421589581,0.0,8.855756511490624e-09,0.9999232864414568,0.2499808216103642,4m 51s,RANDOM,2025-07-11 11:11:09
Trial_851 1,o4-mini,classify a short statement into a category of fakeness,29.0,1.0,Item_3,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,2.8661437223,0.0,0.0839872810045325,0.9311975345515596,0.2327993836378899,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,mixtral:8x22b,classify a short statement into a category of fakeness,139.0,0.6,Item_6,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,3.0613075333,0.0,3.844960231159178e-10,0.999995344748313,0.24999883618707824,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,firefunction-v2,classify a short statement into a category of fakeness,405.0,0.6,Item_1,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.4287112581,1.0,0.0474012219909515,0.9483117285313748,0.9870779321328437,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,o3-mini,classify a short statement into a category of fakeness,37.0,1.0,Item_4,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.0172334443,1.0,0.2350789750485368,0.8848923641215357,0.971223091030384,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,7.0,0.7,Item_5,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.017198689,1.0,0.7877137703383255,0.7892917894423903,0.9473229473605975,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_7,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.0172069825,1.0,0.2590208956257834,0.8791728197586857,0.9697932049396714,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,o3-mini,classify a short statement into a category of fakeness,30.0,1.0,Item_4,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.0172334443,1.0,0.2590096753242926,0.8791754367909321,0.9697938591977331,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,llama3.3:latest,classify a short statement into a category of fakeness,408.0,0.6,Item_2,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,1.7669709608,0.0,0.0751397628698273,0.934922306803156,0.233730576700789,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 1,o3-mini,classify a short statement into a category of fakeness,39.0,1.0,Item_4,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.0172334443,1.0,0.5442488189977187,0.8248557081589988,0.9562139270397497,7m 49s,RANDOM,2025-07-11 11:16:03
Trial_851 2,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_5,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as 'half-true'.",0.0094006616,0.0,0.1058130194276336,0.7239160969432736,0.1809790242358184,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,firefunction-v2,classify a short statement into a category of fakeness,361.0,0.6,Item_1,"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" is labeled as barely-true.",0.0027844471,0.0,0.6285898108775898,0.3270927602328553,0.08177319005821382,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,o3-mini,classify a short statement into a category of fakeness,33.0,1.0,Item_0,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as ' false '.",0.0182124326,0.0,0.078645435952116,0.7619828260139502,0.19049570650348754,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,llama3.3:latest,classify a short statement into a category of fakeness,228.0,0.6,Item_2,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",0.4702841169,0.0,1.4043672858482728,0.0,0.0,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,firefunction-v2,classify a short statement into a category of fakeness,135.0,0.6,Item_1,"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" is labeled as barely-true.",0.0027844471,0.0,0.0769904182293202,0.7645005637868112,0.1911251409467028,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,qwen2.5:32b,classify a short statement into a category of fakeness,125.0,0.45,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.5304499116,0.0,0.0523629698348092,0.8057845982969767,0.20144614957424417,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,o3-mini,classify a short statement into a category of fakeness,34.0,1.0,Item_0,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as ' false '.",0.0182124326,0.0,0.000175495309638,0.9887564284155178,0.24718910710387945,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,o3-mini,classify a short statement into a category of fakeness,38.0,1.0,Item_0,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as ' false '.",0.0182124326,0.0,0.0205805980790503,0.8782411526773632,0.2195602881693408,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_5,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as 'half-true'.",0.0094006616,0.0,0.0616710642492104,0.7892283216004465,0.19730708040011163,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 2,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_9,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.00171164,0.0,0.0001576393592745,0.9893437631963596,0.2473359407990899,5m 58s,RANDOM,2025-07-11 11:23:54
Trial_851 3,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8806525342,0.0,3.913727243155096e-08,0.999816797324814,0.2499541993312035,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,mixtral:8x22b,classify a short statement into a category of fakeness,145.0,0.6,Item_0,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8806802478,0.0,3.445449435090684e-08,0.9998281064924034,0.24995702662310085,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_7,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,6.62547e-05,0.0,4.856189772861928e-10,0.9999795927559422,0.24999489818898554,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8806525342,0.0,3.3397829231734954e-08,0.999830762869405,0.24995769071735124,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_6,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,6.625e-05,0.0,3.207968235935915e-08,0.9998341362182912,0.2499585340545728,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,qwen2.5:32b,classify a short statement into a category of fakeness,195.0,0.45,Item_5,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,6.62304e-05,0.0,3.2258439887666634e-08,0.9998336747391192,0.2499584186847798,7m 10s,RANDOM,2025-07-11 11:29:55
Trial_851 3,o3-mini,classify a short statement into a category of fakeness,22.0,1.0,Item_1,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8806779381,0.0,7.4397238754228796e-09,0.9999201242513062,0.24998003106282654,7m 10s,RANDOM,2025-07-11 11:29:55
